Time (UNIX Localtime format), Voltage 1 (V), Voltage 2 (V), Current (A), Power (W), Temperature (°C), SOC (%), Power Status
1692369330,13.629,0.010,9.592,130.73,17.25,,OFF
1692369331,13.637,0.013,9.526,129.91,17.25,,OFF
1692369332,13.646,0.014,9.445,128.89,17.25,,OFF
1692369333,13.652,0.014,9.391,128.21,17.25,,OFF
1692369334,13.657,0.012,9.435,128.85,17.25,,OFF
1692369335,13.660,0.012,9.425,128.75,17.25,,OFF
1692369336,13.666,0.013,9.405,128.53,17.25,,OFF
1692369337,13.669,0.012,9.396,128.43,17.25,,OFF
1692369338,13.670,0.012,9.396,128.44,17.25,,OFF
1692369339,13.673,0.013,9.354,127.90,17.25,,OFF
1692369340,13.675,0.011,9.329,127.57,17.25,,OFF
1692369341,13.678,0.012,9.354,127.94,17.25,,OFF
1692369342,13.644,0.012,4.847,66.13,17.50,,OFF
1692369343,13.619,0.012,4.986,67.90,17.50,,OFF
1692369344,13.592,0.010,4.337,58.95,17.50,,OFF
1692369345,13.569,0.012,4.434,60.16,17.50,,OFF
1692369346,13.557,0.015,4.350,58.97,17.50,,OFF
1692369347,13.543,0.011,3.839,51.99,17.25,,OFF
1692369348,13.532,0.011,4.970,67.25,17.50,,OFF
1692369349,13.528,0.013,4.221,57.10,17.50,,OFF
1692369350,13.532,0.013,4.976,67.34,17.50,,OFF
1692369351,13.509,0.013,3.138,42.39,17.50,,OFF
1692369352,13.476,0.013,0.985,13.27,17.50,,OFF
1692369353,13.470,0.009,2.597,34.98,17.25,,OFF
1692369354,13.465,0.012,2.587,34.83,17.25,,OFF
1692369355,13.455,0.009,2.555,34.38,17.25,,OFF
1692369356,13.445,0.013,1.792,24.09,17.25,,OFF
1692369357,13.470,0.012,5.273,71.03,17.25,,OFF
1692369358,13.492,0.013,6.277,84.69,17.25,,OFF
1692369359,13.507,0.012,7.081,95.64,17.25,,OFF
1692369360,13.523,0.013,7.314,98.91,17.25,,OFF
1692369361,13.539,0.011,7.919,107.22,17.25,,OFF
1692369362,13.550,0.015,7.616,103.20,17.25,,OFF
1692369363,13.547,0.011,7.083,95.95,17.25,,OFF
1692369364,13.551,0.010,7.103,96.25,17.25,,OFF
1692369365,13.553,0.012,7.056,95.63,17.25,,OFF
1692369366,13.558,0.012,7.061,95.73,17.25,,OFF
1692369367,13.559,0.012,7.037,95.41,17.25,,OFF
1692369368,13.560,0.012,6.987,94.74,17.25,,OFF
1692369369,13.585,0.012,9.641,130.97,17.25,,OFF
1692369370,13.576,0.013,6.897,93.63,17.25,,OFF
1692369371,13.571,0.014,6.933,94.09,17.25,,OFF
1692369372,13.571,0.013,6.952,94.35,17.25,,OFF
1692369373,13.573,0.013,6.898,93.63,17.25,,OFF
1692369374,13.572,0.015,6.903,93.69,17.25,,OFF
1692369375,13.569,0.011,6.972,94.60,17.25,,OFF
1692369376,13.573,0.012,6.954,94.39,17.25,,OFF
1692369377,13.571,0.013,6.943,94.22,17.25,,OFF
1692369378,13.575,0.013,6.953,94.39,17.25,,OFF
1692369379,13.575,0.011,6.970,94.62,17.25,,OFF
1692369380,13.572,0.009,6.952,94.35,17.25,,OFF
1692369381,13.572,0.012,6.927,94.01,17.25,,OFF
1692369382,13.574,0.012,6.941,94.22,17.25,,OFF
1692369383,13.573,0.009,6.910,93.79,17.25,,OFF
1692369384,13.575,0.011,7.297,99.06,17.25,,OFF
1692369385,13.592,0.011,8.321,113.10,17.25,,OFF
1692369386,13.588,0.010,6.851,93.09,17.25,,OFF
1692369387,13.582,0.009,6.864,93.23,17.25,,OFF
1692369388,13.580,0.010,6.901,93.72,17.25,,OFF
1692369389,13.585,0.011,7.296,99.12,17.25,,OFF
1692369390,13.565,0.008,5.951,80.73,17.25,,OFF
1692369391,13.557,0.012,5.749,77.94,17.25,,OFF
1692369392,13.574,0.009,7.793,105.78,17.25,,OFF
1692369393,13.537,0.011,2.895,39.19,17.25,,OFF
1692369394,13.535,0.011,5.718,77.39,17.25,,OFF
1692369395,13.524,0.013,4.148,56.10,17.25,,OFF
1692369396,13.485,0.011,2.672,36.03,17.50,,OFF
1692369397,13.468,0.011,2.125,28.62,17.25,,OFF
1692369398,13.438,0.013,-0.126,-1.69,17.25,,OFF
1692369399,13.427,0.012,0.862,11.57,17.25,,OFF
1692369400,13.453,0.012,4.999,67.25,17.25,,OFF
1692369401,13.451,0.013,3.352,45.09,17.25,,OFF
1692369402,13.478,0.014,6.374,85.91,17.25,,OFF
1692369403,13.490,0.010,6.270,84.58,17.25,,OFF
1692369404,13.507,0.013,7.332,99.03,17.25,,OFF
1692369405,13.536,0.012,8.916,120.69,17.25,,OFF
1692369406,13.543,0.012,7.486,101.38,17.25,,OFF
1692369407,13.523,0.014,7.303,98.76,17.25,,OFF
1692369408,13.559,0.011,9.289,125.95,17.25,,OFF
1692369409,13.573,0.015,9.053,122.88,17.25,,OFF
1692369410,13.607,0.011,11.593,157.75,17.25,,OFF
1692369411,13.607,0.012,8.558,116.45,17.25,,OFF
1692369412,13.648,0.013,11.786,160.86,17.25,,OFF
1692369413,13.618,0.014,7.063,96.18,17.25,,OFF
1692369414,13.605,0.012,7.272,98.94,17.25,,OFF
1692369415,13.598,0.011,7.324,99.59,17.25,,OFF
1692369416,13.598,0.012,7.577,103.03,17.25,,OFF
1692369417,13.597,0.014,7.612,103.50,17.25,,OFF
1692369418,13.632,0.012,12.153,165.67,17.50,,OFF
1692369419,13.669,0.011,12.079,165.11,17.50,,OFF
1692369420,13.695,0.015,11.970,163.93,17.50,,OFF
1692369421,13.707,0.012,11.951,163.81,17.50,,OFF
1692369422,13.713,0.012,11.200,153.59,17.50,,OFF
1692369423,13.710,0.013,10.610,145.46,17.50,,OFF
1692369424,13.710,0.012,10.611,145.48,17.50,,OFF
1692369425,13.710,0.010,10.466,143.49,17.50,,OFF
1692369426,13.721,0.013,12.354,169.51,17.50,,OFF
1692369427,13.754,0.013,13.141,180.74,17.50,,OFF
1692369428,13.773,0.012,13.652,188.03,17.50,,OFF
1692369429,13.782,0.013,13.111,180.70,17.50,,OFF
1692369430,13.785,0.014,12.662,174.55,17.50,,OFF
1692369431,13.799,0.013,13.673,188.67,17.50,,OFF
1692369432,13.804,0.012,13.301,183.61,17.50,,OFF
1692369433,13.805,0.012,12.995,179.40,17.50,,OFF
1692369434,13.804,0.013,12.805,176.76,17.50,,OFF
1692369435,13.807,0.012,13.260,183.08,17.25,,OFF
1692369436,13.765,0.012,9.588,131.98,17.50,,OFF
1692369437,13.739,0.012,9.626,132.25,17.50,,OFF
1692369438,13.731,0.012,9.621,132.11,17.50,,OFF
1692369439,13.714,0.014,9.737,133.53,17.50,,OFF
1692369440,13.708,0.012,9.018,123.62,17.25,,OFF
1692369441,13.740,0.012,14.295,196.41,17.25,,OFF
1692369442,13.781,0.012,14.402,198.47,17.25,,OFF
1692369443,13.800,0.015,14.077,194.26,17.25,,OFF
1692369444,13.811,0.010,13.961,192.82,17.25,,OFF
1692369445,13.816,0.012,13.611,188.05,17.25,,OFF
1692369446,13.826,0.012,13.839,191.34,17.25,,OFF
1692369447,13.768,0.015,9.071,124.89,17.25,,OFF
1692369448,13.741,0.014,9.155,125.80,17.25,,OFF
1692369449,13.730,0.012,9.256,127.08,17.25,,OFF
1692369450,13.722,0.011,9.855,135.23,17.25,,OFF
1692369451,13.723,0.013,9.782,134.24,17.25,,OFF
1692369452,13.747,0.013,14.139,194.37,17.25,,OFF
1692369453,13.779,0.012,13.557,186.80,17.50,,OFF
1692369454,13.791,0.013,13.111,180.81,17.50,,OFF
1692369455,13.808,0.013,13.945,192.55,17.50,,OFF
1692369456,13.822,0.011,14.131,195.32,17.50,,OFF
1692369457,13.827,0.012,13.546,187.30,17.50,,OFF
1692369458,13.822,0.010,11.510,159.09,17.50,,OFF
1692369459,13.760,0.010,9.054,124.58,17.50,,OFF
1692369460,13.748,0.012,9.666,132.89,17.50,,OFF
1692369461,13.736,0.011,9.724,133.57,17.50,,OFF
1692369462,13.730,0.012,9.386,128.87,17.25,,OFF
1692369463,13.726,0.015,9.862,135.37,17.25,,OFF
1692369464,13.721,0.014,9.594,131.64,17.25,,OFF
1692369465,13.707,0.011,8.841,121.18,17.25,,OFF
1692369466,13.710,0.011,9.875,135.39,17.25,,OFF
1692369467,13.710,0.013,9.508,130.35,17.25,,OFF
1692369468,13.707,0.013,9.459,129.65,17.25,,OFF
1692369469,13.764,0.014,13.801,189.96,17.25,,OFF
1692369470,13.786,0.011,13.548,186.77,17.25,,OFF
1692369471,13.760,0.013,8.795,121.02,17.25,,OFF
1692369472,13.734,0.010,9.114,125.17,17.25,,OFF
1692369473,13.724,0.012,9.589,131.60,17.25,,OFF
1692369474,13.724,0.014,9.743,133.71,17.25,,OFF
1692369475,13.717,0.010,9.546,130.94,17.25,,OFF
1692369476,13.713,0.012,9.627,132.02,17.25,,OFF
1692369477,13.709,0.011,9.375,128.52,17.25,,OFF
1692369478,13.704,0.011,9.227,126.45,17.25,,OFF
1692369479,13.703,0.012,9.214,126.26,17.50,,OFF
1692369480,13.705,0.009,9.858,135.10,17.50,,OFF
1692369481,13.705,0.014,9.576,131.24,17.50,,OFF
1692369482,13.703,0.012,9.472,129.79,17.50,,OFF
1692369483,13.705,0.013,9.634,132.03,17.50,,OFF
1692369484,13.695,0.013,8.895,121.82,17.25,,OFF
1692369485,13.689,0.012,8.857,121.24,17.25,,OFF
1692369486,13.681,0.014,8.168,111.75,17.25,,OFF
1692369487,13.681,0.010,9.232,126.30,17.25,,OFF
1692369488,13.685,0.013,9.062,124.01,17.25,,OFF
1692369489,13.688,0.014,9.252,126.64,17.25,,OFF
1692369490,13.694,0.011,9.938,136.09,17.25,,OFF
1692369491,13.695,0.015,9.284,127.14,17.25,,OFF
1692369492,13.655,0.012,6.481,88.50,17.25,,OFF
1692369493,13.676,0.011,9.994,136.68,17.25,,OFF
1692369494,13.687,0.011,9.917,135.73,17.25,,OFF
1692369495,13.693,0.011,9.880,135.29,17.25,,OFF
1692369496,13.699,0.009,9.905,135.69,17.25,,OFF
1692369497,13.700,0.013,9.855,135.01,17.25,,OFF
1692369498,13.703,0.011,9.871,135.26,17.25,,OFF
1692369499,13.706,0.012,9.862,135.17,17.25,,OFF
1692369500,13.710,0.013,9.850,135.04,17.25,,OFF
1692369501,13.706,0.011,9.870,135.28,17.25,,OFF
1692369502,13.710,0.012,9.862,135.21,17.25,,OFF
1692369503,13.709,0.010,9.847,134.99,17.25,,OFF
1692369504,13.712,0.012,9.860,135.20,17.25,,OFF
1692369505,13.711,0.010,9.797,134.33,17.25,,OFF
1692369506,13.711,0.012,9.854,135.11,17.25,,OFF
1692369507,13.713,0.013,9.861,135.22,17.25,,OFF
1692369508,13.710,0.010,9.821,134.65,17.25,,OFF
1692369509,13.716,0.014,9.856,135.18,17.50,,OFF
1692369510,13.714,0.014,9.848,135.06,17.50,,OFF
1692369511,13.713,0.012,9.843,134.98,17.50,,OFF
1692369512,13.714,0.013,9.852,135.11,17.50,,OFF
1692369513,13.716,0.013,9.839,134.95,17.50,,OFF
1692369514,13.712,0.011,9.862,135.23,17.50,,OFF
1692369515,13.716,0.014,9.872,135.40,17.50,,OFF
1692369516,13.712,0.010,9.834,134.84,17.50,,OFF
1692369517,13.711,0.011,9.885,135.53,17.50,,OFF
1692369518,13.714,0.013,9.882,135.52,17.50,,OFF
1692369519,13.714,0.010,9.889,135.62,17.50,,OFF
1692369520,13.715,0.012,9.868,135.34,17.50,,OFF
1692369521,13.715,0.013,9.887,135.60,17.50,,OFF
1692369522,13.715,0.012,9.909,135.90,17.50,,OFF
1692369523,13.717,0.013,9.920,136.07,17.50,,OFF
1692369524,13.717,0.012,9.905,135.87,17.50,,OFF
1692369525,13.716,0.010,9.870,135.38,17.50,,OFF
1692369526,13.716,0.011,9.872,135.40,17.50,,OFF
1692369527,13.718,0.013,9.895,135.74,17.50,,OFF
1692369528,13.717,0.011,9.895,135.73,17.50,,OFF
1692369529,13.716,0.012,9.870,135.38,17.50,,OFF
1692369530,13.715,0.013,9.889,135.63,17.50,,OFF
1692369531,13.716,0.011,9.881,135.53,17.50,,OFF
1692369532,13.716,0.011,9.875,135.45,17.50,,OFF
1692369533,13.720,0.011,9.874,135.47,17.50,,OFF
1692369534,13.716,0.010,9.874,135.43,17.50,,OFF
1692369535,13.716,0.014,9.873,135.42,17.50,,OFF
1692369536,13.716,0.012,9.852,135.13,17.50,,OFF
1692369537,13.717,0.011,9.888,135.63,17.50,,OFF
1692369538,13.718,0.013,9.893,135.71,17.50,,OFF
1692369539,13.719,0.011,9.886,135.63,17.50,,OFF
1692369540,13.719,0.013,9.902,135.85,17.50,,OFF
1692369541,13.722,0.014,9.868,135.41,17.50,,OFF
1692369542,13.716,0.010,9.876,135.46,17.25,,OFF
1692369543,13.719,0.012,9.852,135.16,17.25,,OFF
1692369544,13.718,0.012,9.860,135.26,17.25,,OFF
1692369545,13.719,0.015,9.896,135.76,17.25,,OFF
1692369546,13.717,0.013,9.848,135.09,17.25,,OFF
1692369547,13.718,0.011,9.849,135.11,17.25,,OFF
1692369548,13.717,0.012,9.851,135.13,17.25,,OFF
1692369549,13.722,0.015,9.865,135.37,17.25,,OFF
1692369550,13.716,0.011,9.866,135.32,17.50,,OFF
1692369551,13.720,0.011,9.864,135.33,17.50,,OFF
1692369552,13.718,0.013,9.869,135.38,17.25,,OFF
1692369553,13.718,0.012,9.885,135.60,17.50,,OFF
1692369554,13.720,0.012,9.847,135.10,17.50,,OFF
1692369555,13.716,0.011,9.877,135.47,17.50,,OFF
1692369556,13.717,0.012,9.875,135.46,17.50,,OFF
1692369557,13.718,0.015,9.857,135.22,17.50,,OFF
1692369558,13.720,0.011,9.875,135.49,17.50,,OFF
1692369559,13.719,0.013,9.852,135.16,17.50,,OFF
1692369560,13.720,0.011,9.883,135.59,17.50,,OFF
1692369561,13.719,0.007,9.885,135.61,17.50,,OFF
1692369562,13.718,0.013,9.897,135.77,17.50,,OFF
1692369563,13.719,0.012,9.891,135.69,17.50,,OFF
1692369564,13.720,0.012,9.895,135.76,17.50,,OFF
1692369565,13.717,0.011,9.919,136.06,17.50,,OFF
1692369566,13.720,0.012,9.849,135.13,17.50,,OFF
1692369567,13.720,0.015,9.919,136.09,17.50,,OFF
1692369568,13.718,0.012,9.895,135.74,17.50,,OFF
1692369569,13.719,0.012,9.840,134.99,17.50,,OFF
1692369570,13.720,0.012,9.891,135.70,17.50,,OFF
1692369571,13.720,0.012,9.863,135.32,17.50,,OFF
1692369572,13.718,0.010,9.879,135.52,17.50,,OFF
1692369573,13.724,0.015,9.903,135.91,17.50,,OFF
1692369574,13.721,0.013,9.875,135.49,17.50,,OFF
1692369575,13.720,0.011,9.882,135.58,17.50,,OFF
1692369576,13.720,0.009,9.904,135.88,17.50,,OFF
1692369577,13.718,0.013,9.890,135.67,17.50,,OFF
1692369578,13.721,0.012,9.905,135.91,17.50,,OFF
1692369579,13.722,0.012,9.903,135.89,17.50,,OFF
1692369580,13.722,0.009,9.890,135.71,17.50,,OFF
1692369581,13.722,0.012,9.909,135.97,17.50,,OFF
1692369582,13.724,0.012,9.885,135.66,17.50,,OFF
1692369583,13.721,0.013,9.852,135.18,17.50,,OFF
1692369584,13.724,0.013,9.872,135.48,17.50,,OFF
1692369585,13.722,0.012,9.862,135.33,17.50,,OFF
1692369586,13.721,0.011,9.891,135.71,17.50,,OFF
1692369587,13.722,0.014,9.883,135.61,17.50,,OFF
1692369588,13.721,0.010,9.898,135.81,17.50,,OFF
1692369589,13.722,0.013,9.887,135.67,17.50,,OFF
1692369590,13.721,0.012,9.866,135.37,17.50,,OFF
1692369591,13.723,0.014,9.887,135.68,17.50,,OFF
1692369592,13.722,0.010,9.879,135.56,17.50,,OFF
1692369593,13.781,0.013,14.484,199.60,17.50,,OFF
1692369594,13.807,0.011,14.321,197.73,17.50,,OFF
1692369595,13.824,0.010,14.252,197.02,17.50,,OFF
1692369596,13.839,0.013,14.231,196.94,17.50,,OFF
1692369597,13.849,0.016,14.210,196.79,17.50,,OFF
1692369598,13.856,0.011,14.207,196.85,17.50,,OFF
1692369599,13.858,0.013,14.176,196.45,17.50,,OFF
1692369600,13.864,0.014,14.190,196.73,17.50,,OFF
1692369601,13.866,0.014,14.173,196.52,17.50,,OFF
1692369602,13.862,0.013,14.145,196.08,17.50,,OFF
1692369603,13.865,0.011,14.188,196.72,17.50,,OFF
1692369604,13.868,0.014,14.128,195.93,17.50,,OFF
1692369605,13.870,0.012,14.148,196.23,17.50,,OFF
1692369606,13.869,0.013,14.145,196.18,17.50,,OFF
1692369607,13.872,0.013,14.110,195.73,17.50,,OFF
1692369608,13.871,0.011,14.110,195.72,17.50,,OFF
1692369609,13.871,0.013,14.138,196.11,17.50,,OFF
1692369610,13.873,0.011,14.139,196.15,17.50,,OFF
1692369611,13.874,0.010,14.125,195.97,17.50,,OFF
1692369612,13.875,0.014,14.075,195.29,17.50,,OFF
1692369613,13.875,0.014,14.090,195.50,17.50,,OFF
1692369614,13.876,0.016,14.125,196.00,17.50,,OFF
1692369615,13.873,0.012,14.132,196.05,17.50,,OFF
1692369616,13.875,0.012,14.118,195.89,17.50,,OFF
1692369617,13.877,0.012,14.103,195.71,17.50,,OFF
1692369618,13.876,0.014,14.113,195.83,17.50,,OFF
1692369619,13.876,0.012,14.097,195.61,17.50,,OFF
1692369620,13.877,0.012,14.079,195.37,17.50,,OFF
1692369621,13.877,0.011,14.055,195.04,17.50,,OFF
1692369622,13.874,0.013,14.068,195.18,17.50,,OFF
1692369623,13.877,0.011,14.066,195.19,17.50,,OFF
1692369624,13.878,0.012,14.093,195.58,17.50,,OFF
1692369625,13.881,0.012,14.103,195.76,17.50,,OFF
1692369626,13.877,0.011,14.074,195.30,17.50,,OFF
1692369627,13.879,0.012,14.079,195.40,17.50,,OFF
1692369628,13.879,0.012,14.099,195.68,17.50,,OFF
1692369629,13.881,0.013,14.126,196.08,17.50,,OFF
1692369630,13.880,0.010,14.077,195.39,17.50,,OFF
1692369631,13.880,0.011,14.047,194.97,17.50,,OFF
1692369632,13.881,0.012,14.087,195.54,17.50,,OFF
1692369633,13.881,0.012,14.101,195.74,17.50,,OFF
1692369634,13.880,0.010,14.059,195.14,17.50,,OFF
1692369635,13.883,0.012,14.065,195.26,17.50,,OFF
1692369636,13.883,0.012,14.053,195.10,17.50,,OFF
1692369637,13.883,0.012,14.075,195.40,17.50,,OFF
1692369638,13.882,0.012,14.068,195.29,17.50,,OFF
1692369639,13.881,0.012,14.034,194.81,17.50,,OFF
1692369640,13.883,0.012,14.094,195.67,17.50,,OFF
1692369641,13.882,0.012,14.077,195.42,17.50,,OFF
1692369642,13.883,0.012,14.068,195.31,17.50,,OFF
1692369643,13.882,0.012,14.027,194.72,17.50,,OFF
1692369644,13.882,0.013,14.077,195.42,17.50,,OFF
1692369645,13.883,0.012,14.063,195.24,17.50,,OFF
1692369646,13.883,0.011,14.011,194.51,17.50,,OFF
1692369647,13.883,0.011,14.057,195.15,17.50,,OFF
1692369648,13.885,0.012,14.079,195.49,17.50,,OFF
1692369649,13.887,0.013,14.029,194.82,17.50,,OFF
1692369650,13.885,0.015,14.040,194.95,17.50,,OFF
1692369651,13.884,0.011,14.067,195.31,17.50,,OFF
1692369652,13.884,0.012,14.022,194.68,17.50,,OFF
1692369653,13.885,0.010,14.062,195.25,17.50,,OFF
1692369654,13.886,0.012,14.043,195.00,17.50,,OFF
1692369655,13.890,0.016,14.046,195.10,17.50,,OFF
1692369656,13.887,0.012,13.998,194.39,17.50,,OFF
1692369657,13.887,0.012,14.024,194.75,17.50,,OFF
1692369658,13.886,0.015,13.990,194.27,17.50,,OFF
1692369659,13.888,0.014,14.029,194.83,17.50,,OFF
1692369660,13.889,0.012,14.009,194.57,17.50,,OFF
1692369661,13.885,0.013,13.988,194.22,17.50,,OFF
1692369662,13.889,0.013,13.992,194.33,17.50,,OFF
1692369663,13.887,0.012,14.015,194.63,17.50,,OFF
1692369664,13.886,0.012,14.015,194.61,17.50,,OFF
1692369665,13.887,0.012,13.990,194.28,17.50,,OFF
1692369666,13.886,0.012,14.006,194.49,17.50,,OFF
1692369667,13.886,0.013,13.963,193.89,17.50,,OFF
1692369668,13.886,0.015,14.010,194.54,17.50,,OFF
1692369669,13.886,0.009,13.990,194.27,17.50,,OFF
1692369670,13.888,0.010,13.975,194.08,17.50,,OFF
1692369671,13.889,0.014,13.956,193.83,17.50,,OFF
1692369672,13.888,0.013,13.964,193.93,17.50,,OFF
1692369673,13.888,0.012,13.986,194.24,17.50,,OFF
1692369674,13.889,0.014,13.997,194.40,17.50,,OFF
1692369675,13.890,0.011,14.003,194.50,17.50,,OFF
1692369676,13.890,0.013,13.986,194.27,17.50,,OFF
1692369677,13.889,0.010,14.009,194.57,17.50,,OFF
1692369678,13.837,0.012,9.270,128.27,17.50,,OFF
1692369679,13.803,0.014,9.362,129.22,17.50,,OFF
1692369680,13.788,0.014,9.489,130.83,17.50,,OFF
1692369681,13.773,0.013,9.562,131.70,17.50,,OFF
1692369682,13.765,0.009,9.588,131.98,17.50,,OFF
1692369683,13.788,0.014,13.944,192.26,17.50,,OFF
1692369684,13.826,0.010,14.123,195.26,17.50,,OFF
1692369685,13.849,0.013,14.064,194.77,17.50,,OFF
1692369686,13.863,0.012,13.974,193.72,17.50,,OFF
1692369687,13.871,0.013,13.961,193.65,17.50,,OFF
1692369688,13.876,0.011,13.934,193.35,17.50,,OFF
1692369689,13.883,0.014,13.967,193.90,17.50,,OFF
1692369690,13.883,0.012,13.909,193.10,17.50,,OFF
1692369691,13.887,0.011,13.977,194.10,17.50,,OFF
1692369692,13.887,0.012,13.938,193.56,17.50,,OFF
1692369693,13.887,0.014,13.903,193.07,17.50,,OFF
1692369694,13.887,0.012,13.919,193.29,17.50,,OFF
1692369695,13.890,0.013,13.934,193.54,17.50,,OFF
1692369696,13.891,0.012,13.943,193.68,17.50,,OFF
1692369697,13.891,0.013,13.969,194.04,17.50,,OFF
1692369698,13.893,0.014,13.919,193.38,17.50,,OFF
1692369699,13.894,0.016,13.940,193.68,17.50,,OFF
1692369700,13.893,0.013,13.933,193.57,17.50,,OFF
1692369701,13.894,0.013,13.923,193.45,17.50,,OFF
1692369702,13.890,0.011,13.943,193.67,17.50,,OFF
1692369703,13.893,0.010,13.940,193.67,17.50,,OFF
1692369704,13.894,0.012,13.909,193.25,17.50,,OFF
1692369705,13.891,0.010,13.941,193.65,17.50,,OFF
1692369706,13.892,0.015,13.942,193.68,17.50,,OFF
1692369707,13.892,0.012,13.938,193.63,17.50,,OFF
1692369708,13.893,0.010,13.948,193.78,17.50,,OFF
1692369709,13.896,0.011,13.925,193.50,17.50,,OFF
1692369710,13.896,0.012,13.925,193.50,17.50,,OFF
1692369711,13.895,0.013,13.893,193.04,17.50,,OFF
1692369712,13.897,0.012,13.942,193.75,17.50,,OFF
1692369713,13.897,0.013,13.935,193.65,17.50,,OFF
1692369714,13.895,0.013,13.948,193.81,17.50,,OFF
1692369715,13.899,0.015,13.907,193.29,17.50,,OFF
1692369716,13.896,0.012,13.914,193.35,17.50,,OFF
1692369717,13.896,0.014,13.898,193.13,17.50,,OFF
1692369718,13.895,0.012,13.891,193.02,17.50,,OFF
1692369719,13.896,0.013,13.913,193.34,17.50,,OFF
1692369720,13.897,0.014,13.897,193.13,17.50,,OFF
1692369721,13.894,0.013,13.928,193.52,17.50,,OFF
1692369722,13.897,0.013,13.968,194.11,17.50,,OFF
1692369723,13.898,0.012,13.950,193.88,17.50,,OFF
1692369724,13.898,0.012,13.953,193.92,17.50,,OFF
1692369725,13.897,0.012,13.916,193.39,17.50,,OFF
1692369726,13.897,0.013,13.885,192.96,17.50,,OFF
1692369727,13.885,0.011,12.180,169.12,17.50,,OFF
1692369728,13.857,0.013,11.418,158.22,17.50,,OFF
1692369729,13.832,0.013,9.911,137.09,17.50,,OFF
1692369730,13.826,0.009,11.486,158.81,17.50,,OFF
1692369731,13.851,0.012,14.051,194.62,17.50,,OFF
1692369732,13.868,0.012,13.927,193.14,17.50,,OFF
1692369733,13.882,0.015,13.928,193.35,17.50,,OFF
1692369734,13.882,0.011,13.886,192.77,17.50,,OFF
1692369735,13.887,0.012,13.903,193.07,17.50,,OFF
1692369736,13.891,0.013,13.885,192.88,17.50,,OFF
1692369737,13.892,0.009,13.875,192.75,17.50,,OFF
1692369738,13.897,0.012,13.901,193.18,17.50,,OFF
1692369739,13.895,0.011,13.941,193.71,17.50,,OFF
1692369740,13.898,0.013,13.919,193.45,17.50,,OFF
1692369741,13.900,0.012,13.885,193.00,17.50,,OFF
1692369742,13.897,0.011,13.858,192.58,17.50,,OFF
1692369743,13.900,0.012,13.873,192.83,17.50,,OFF
1692369744,13.900,0.013,13.874,192.85,17.50,,OFF
1692369745,13.897,0.012,13.872,192.78,17.50,,OFF
1692369746,13.896,0.013,13.879,192.86,17.50,,OFF
1692369747,13.876,0.010,11.462,159.05,17.50,,OFF
1692369748,13.871,0.012,13.468,186.81,17.50,,OFF
1692369749,13.876,0.013,12.408,172.17,17.50,,OFF
1692369750,13.832,0.015,8.600,118.96,17.50,,OFF
1692369751,13.824,0.011,11.422,157.90,17.50,,OFF
1692369752,13.860,0.012,14.001,194.05,17.50,,OFF
1692369753,13.876,0.012,13.930,193.29,17.50,,OFF
1692369754,13.883,0.012,13.888,192.81,17.50,,OFF
1692369755,13.890,0.013,13.890,192.93,17.50,,OFF
1692369756,13.895,0.013,13.881,192.88,17.50,,OFF
1692369757,13.895,0.009,13.918,193.39,17.50,,OFF
1692369758,13.896,0.012,13.904,193.21,17.50,,OFF
1692369759,13.897,0.011,13.856,192.56,17.50,,OFF
1692369760,13.899,0.010,13.878,192.89,17.50,,OFF
1692369761,13.900,0.015,13.899,193.20,17.50,,OFF
1692369762,13.899,0.011,13.853,192.54,17.50,,OFF
1692369763,13.902,0.013,13.841,192.42,17.50,,OFF
1692369764,13.902,0.012,13.890,193.10,17.50,,OFF
1692369765,13.900,0.014,13.861,192.67,17.50,,OFF
1692369766,13.899,0.012,13.833,192.26,17.50,,OFF
1692369767,13.902,0.016,13.805,191.92,17.50,,OFF
1692369768,13.903,0.014,13.840,192.42,17.50,,OFF
1692369769,13.902,0.011,13.866,192.77,17.50,,OFF
1692369770,13.904,0.012,13.841,192.45,17.50,,OFF
1692369771,13.904,0.016,13.799,191.86,17.50,,OFF
1692369772,13.902,0.014,13.806,191.93,17.50,,OFF
1692369773,13.904,0.011,13.796,191.82,17.50,,OFF
1692369774,13.904,0.015,13.819,192.14,17.50,,OFF
1692369775,13.903,0.013,13.825,192.21,17.50,,OFF
1692369776,13.903,0.012,13.838,192.39,17.50,,OFF
1692369777,13.906,0.014,13.843,192.50,17.50,,OFF
1692369778,13.899,0.012,13.813,191.99,17.50,,OFF
1692369779,13.902,0.013,13.805,191.92,17.50,,OFF
1692369780,13.903,0.011,13.808,191.97,17.50,,OFF
1692369781,13.902,0.011,13.805,191.92,17.50,,OFF
1692369782,13.907,0.012,13.851,192.63,17.50,,OFF
1692369783,13.902,0.011,13.818,192.10,17.50,,OFF
1692369784,13.903,0.011,13.824,192.20,17.50,,OFF
1692369785,13.905,0.014,13.788,191.72,17.50,,OFF
1692369786,13.903,0.012,13.689,190.32,17.50,,OFF
1692369787,13.903,0.012,13.810,192.00,17.50,,OFF
1692369788,13.906,0.014,13.810,192.04,17.50,,OFF
1692369789,13.905,0.011,13.810,192.03,17.50,,OFF
1692369790,13.903,0.010,13.835,192.35,17.50,,OFF
1692369791,13.906,0.014,13.804,191.96,17.50,,OFF
1692369792,13.905,0.013,13.814,192.08,17.50,,OFF
1692369793,13.905,0.011,13.826,192.25,17.50,,OFF
