Time (UNIX Localtime format), Voltage 1 (V), Voltage 2 (V), Current (A), Power (W), Temperature (°C), SOC (%), Power Status
1692623670,13.245,0.013,2.231,29.55,14.25,,OFF
1692623700,13.235,0.011,2.193,29.02,14.25,,OFF
1692623730,13.223,0.011,2.006,26.53,14.25,,OFF
1692623760,13.216,0.012,1.994,26.35,14.25,,OFF
1692623790,13.205,0.012,1.980,26.15,14.25,,OFF
1692623820,13.198,0.010,1.880,24.81,14.25,,OFF
1692623850,13.184,0.013,2.003,26.41,14.25,,OFF
1692623880,13.187,0.010,2.073,27.34,14.25,,OFF
1692623910,13.186,0.012,2.297,30.29,14.25,,OFF
1692623940,13.185,0.010,2.573,33.93,14.25,,OFF
1692623970,13.178,0.010,2.754,36.29,14.25,,OFF
1692624000,13.186,0.014,3.241,42.74,14.25,,OFF
1692624030,13.196,0.013,4.383,57.84,14.25,,OFF
1692624060,13.396,0.013,14.947,200.23,14.25,,OFF
1692624090,13.290,0.012,7.517,99.90,14.25,,OFF
1692624120,13.343,0.012,11.350,151.44,14.25,,OFF
1692624150,13.523,0.014,16.274,220.07,14.25,,OFF
1692624180,13.886,0.011,26.029,361.44,14.50,,OFF
1692624210,13.832,0.009,18.556,256.67,14.50,,OFF
1692624240,13.677,0.014,15.719,214.99,14.25,,OFF
1692624270,13.645,0.010,13.783,188.07,14.50,,OFF
1692624300,13.751,0.010,16.495,226.82,14.50,,OFF
1692624330,13.752,0.012,16.090,221.27,14.25,,OFF
1692624360,13.564,0.012,10.093,136.90,14.25,,OFF
1692624390,13.677,0.012,12.840,175.61,14.50,,OFF
1692624420,13.709,0.011,13.461,184.54,14.50,,OFF
1692624450,13.461,0.012,4.837,65.11,14.25,,OFF
1692624480,13.405,0.010,4.271,57.25,14.25,,OFF
1692624510,13.378,0.008,3.739,50.02,14.50,,OFF
1692624540,13.353,0.011,3.236,43.21,14.25,,OFF
1692624570,13.340,0.012,3.046,40.63,14.50,,OFF
1692624600,13.315,0.012,2.242,29.85,14.50,,OFF
1692624630,13.300,0.014,2.234,29.71,14.50,,OFF
1692624660,13.288,0.012,1.389,18.46,14.50,,OFF
1692624690,13.289,0.012,1.612,21.42,14.50,,OFF
1692624720,13.347,0.012,6.514,86.94,14.50,,OFF
1692624750,13.885,0.012,21.800,302.69,14.50,,OFF
1692624780,13.597,0.010,15.380,209.12,14.50,,OFF
1692624810,13.749,0.014,14.893,204.76,14.50,,OFF
1692624840,13.996,0.013,22.796,319.05,14.50,,OFF
1692624870,13.492,0.014,6.889,92.95,14.50,,OFF
1692624900,13.451,0.012,6.425,86.42,14.50,,OFF
1692624930,13.465,0.009,7.891,106.25,14.50,,OFF
1692624960,13.484,0.011,8.133,109.67,14.50,,OFF
1692624990,13.482,0.012,8.578,115.65,14.50,,OFF
1692625020,13.595,0.011,9.910,134.73,14.50,,OFF
1692625050,13.475,0.013,7.227,97.38,14.50,,OFF
1692625080,13.472,0.015,7.537,101.54,14.50,,OFF
1692625110,13.485,0.009,8.157,110.00,14.50,,OFF
1692625140,13.496,0.013,8.300,112.02,14.50,,OFF
1692625170,13.559,0.011,10.177,137.99,14.50,,OFF
1692625200,13.534,0.012,8.888,120.29,14.50,,OFF
1692625230,13.902,0.013,20.502,285.02,14.50,,OFF
1692625260,13.891,0.014,17.972,249.65,14.50,,OFF
1692625290,13.491,0.010,5.825,78.59,14.50,,OFF
1692625320,13.458,0.013,5.754,77.44,14.50,,OFF
1692625350,13.462,0.013,6.252,84.16,14.50,,OFF
1692625380,13.430,0.010,5.296,71.13,14.50,,OFF
1692625410,13.421,0.011,5.397,72.43,14.50,,OFF
1692625440,13.415,0.016,5.237,70.25,14.50,,OFF
1692625470,13.428,0.012,6.914,92.84,14.50,,OFF
1692625500,13.480,0.011,8.152,109.89,14.50,,OFF
1692625530,13.812,0.010,20.461,282.61,14.50,,OFF
1692625560,13.659,0.014,10.114,138.15,14.50,,OFF
1692625590,13.569,0.013,8.405,114.05,14.75,,OFF
1692625620,13.547,0.011,7.869,106.60,14.75,,OFF
1692625650,13.618,0.014,10.463,142.49,14.75,,OFF
1692625680,13.701,0.010,11.394,156.11,14.50,,OFF
1692625710,13.598,0.011,9.064,123.25,14.75,,OFF
1692625740,13.907,0.016,19.542,271.77,14.75,,OFF
1692625770,14.297,0.011,29.453,421.09,14.75,,OFF
1692625800,14.324,0.013,29.320,419.98,14.75,,OFF
1692625830,13.587,0.010,5.897,80.12,14.75,,OFF
1692625860,13.678,0.011,6.492,88.80,14.75,,OFF
1692625890,14.220,0.015,25.543,363.22,14.75,,OFF
1692625920,14.192,0.014,24.134,342.51,14.75,,OFF
1692625950,14.088,0.013,19.734,278.01,14.75,,OFF
1692625980,13.669,0.012,6.196,84.69,14.75,,OFF
1692626010,14.235,0.014,24.823,353.36,14.75,,OFF
1692626040,13.748,0.012,15.435,212.20,14.75,,OFF
1692626070,13.766,0.012,10.467,144.09,14.75,,OFF
1692626100,13.791,0.012,10.516,145.03,14.75,,OFF
1692626130,13.991,0.013,16.395,229.38,14.75,,OFF
1692626160,13.907,0.012,14.466,201.18,14.75,,OFF
1692626190,14.171,0.014,22.213,314.78,14.75,,OFF
1692626220,13.638,0.012,5.972,81.45,14.75,,OFF
1692626250,13.691,0.012,8.354,114.37,14.75,,OFF
1692626280,13.632,0.012,6.934,94.52,14.75,,OFF
1692626310,13.572,0.013,6.066,82.33,14.75,,OFF
1692626340,13.620,0.012,8.208,111.79,14.75,,OFF
1692626370,13.705,0.011,9.300,127.46,14.75,,OFF
1692626400,13.576,0.010,6.258,84.96,14.75,,OFF
1692626430,13.548,0.016,6.056,82.05,14.75,,OFF
1692626460,13.482,0.013,2.240,30.20,14.75,,OFF
1692626490,13.423,0.013,2.807,37.68,14.75,,OFF
1692626520,13.421,0.014,3.838,51.51,14.75,,OFF
1692626550,13.445,0.011,5.634,75.75,14.75,,OFF
1692626580,13.877,0.014,17.773,246.64,14.75,,OFF
1692626610,14.004,0.013,18.171,254.47,14.75,,OFF
1692626640,14.092,0.013,20.404,287.53,14.75,,OFF
1692626670,14.195,0.013,23.127,328.29,14.75,,OFF
1692626700,13.840,0.013,12.608,174.49,14.75,,OFF
1692626730,14.249,0.013,26.061,371.34,14.75,,OFF
1692626760,14.116,0.014,20.878,294.71,14.75,,OFF
1692626790,14.169,0.012,20.734,293.78,14.75,,OFF
1692626820,14.253,0.013,23.437,334.05,14.75,,OFF
1692626850,14.141,0.013,19.279,272.62,14.75,,OFF
1692626880,14.231,0.011,22.203,315.97,14.75,,OFF
1692626910,13.728,0.011,7.149,98.14,14.75,,OFF
1692626940,13.851,0.010,9.883,136.89,14.75,,OFF
1692626970,13.685,0.013,5.268,72.09,14.75,,OFF
1692627000,13.589,0.012,6.259,85.05,14.75,,OFF
1692627030,13.592,0.013,6.234,84.73,14.75,,OFF
1692627060,13.571,0.014,5.598,75.97,14.75,,OFF
1692627090,14.183,0.014,23.691,336.01,14.75,,OFF
1692627120,14.178,0.012,22.138,313.87,14.75,,OFF
1692627150,14.146,0.013,18.765,265.45,14.75,,OFF
1692627180,14.211,0.013,21.277,302.37,15.00,,OFF
1692627210,14.230,0.014,21.458,305.35,14.75,,OFF
1692627240,14.234,0.015,21.419,304.88,14.75,,OFF
1692627270,14.013,0.012,13.813,193.56,15.00,,OFF
1692627300,14.233,0.013,20.795,295.98,15.00,,OFF
1692627330,14.263,0.014,21.604,308.14,15.00,,OFF
1692627360,13.911,0.011,9.477,131.83,15.00,,OFF
1692627390,14.139,0.012,18.601,263.00,15.00,,OFF
1692627420,13.592,0.011,2.078,28.24,14.75,,OFF
1692627450,13.733,0.011,9.770,134.17,15.00,,OFF
1692627480,13.855,0.013,10.834,150.11,15.00,,OFF
1692627510,14.009,0.013,14.687,205.75,15.00,,OFF
1692627540,14.280,0.013,23.833,340.34,15.00,,OFF
1692627570,13.671,0.014,5.871,80.26,15.00,,OFF
1692627600,13.630,0.010,5.712,77.85,15.00,,OFF
1692627630,13.615,0.014,5.783,78.74,15.00,,OFF
1692627660,13.598,0.011,5.438,73.95,15.00,,OFF
1692627690,14.141,0.013,21.089,298.22,15.00,,OFF
1692627720,13.953,0.012,12.991,181.26,15.00,,OFF
1692627750,13.980,0.012,15.293,213.80,15.00,,OFF
1692627780,14.295,0.012,24.474,349.86,15.00,,OFF
1692627810,13.651,0.012,5.585,76.24,15.00,,OFF
1692627840,13.611,0.013,5.375,73.16,15.00,,OFF
1692627870,13.587,0.011,5.077,68.98,15.00,,OFF
1692627900,13.573,0.011,5.189,70.43,15.00,,OFF
1692627930,13.561,0.014,5.141,69.72,15.00,,OFF
1692627960,13.549,0.013,5.150,69.78,15.00,,OFF
1692627990,13.541,0.011,5.130,69.47,15.00,,OFF
1692628020,14.163,0.010,23.232,329.03,15.00,,OFF
1692628050,14.107,0.009,18.788,265.04,15.00,,OFF
1692628080,14.111,0.015,18.058,254.82,15.00,,OFF
1692628110,14.144,0.014,18.714,264.69,15.25,,OFF
1692628140,14.163,0.013,18.783,266.02,15.00,,OFF
1692628170,14.168,0.012,18.840,266.93,15.00,,OFF
1692628200,14.175,0.011,18.889,267.75,15.00,,OFF
1692628230,14.186,0.011,18.820,266.98,15.00,,OFF
1692628260,14.193,0.011,18.869,267.81,15.25,,OFF
1692628290,14.199,0.011,18.953,269.11,15.25,,OFF
1692628320,14.208,0.013,18.993,269.85,15.25,,OFF
1692628350,13.578,0.012,1.460,19.82,15.25,,OFF
1692628380,13.639,0.012,5.276,71.96,15.25,,OFF
1692628410,14.161,0.012,19.279,273.01,15.25,,OFF
1692628440,13.739,0.012,5.100,70.07,15.25,,OFF
1692628470,13.911,0.012,19.460,270.71,15.25,,OFF
1692628500,13.716,0.012,5.138,70.47,15.25,,OFF
1692628530,13.553,0.014,1.144,15.50,15.25,,OFF
1692628560,14.151,0.011,18.917,267.69,15.25,,OFF
1692628590,14.170,0.013,18.850,267.10,15.25,,OFF
1692628620,14.184,0.014,18.777,266.33,15.25,,OFF
1692628650,14.188,0.013,18.737,265.84,15.25,,OFF
1692628680,14.191,0.011,18.659,264.79,15.25,,OFF
1692628710,14.199,0.014,18.580,263.82,15.25,,OFF
1692628740,14.199,0.013,18.617,264.34,15.25,,OFF
1692628770,13.568,0.013,1.326,17.99,15.25,,OFF
1692628800,13.634,0.013,5.084,69.32,15.25,,OFF
1692628830,13.616,0.013,5.040,68.62,15.25,,OFF
1692628860,13.598,0.013,4.974,67.64,15.25,,OFF
1692628890,13.583,0.013,4.931,66.98,15.25,,OFF
1692628920,13.575,0.013,4.971,67.48,15.25,,OFF
1692628950,13.562,0.011,4.928,66.83,15.25,,OFF
1692628980,13.991,0.015,18.307,256.13,15.25,,OFF
1692629010,14.109,0.011,18.191,256.66,15.50,,OFF
1692629040,14.131,0.013,18.142,256.36,15.50,,OFF
1692629070,14.269,0.011,22.599,322.47,15.50,,OFF
1692629100,14.286,0.014,22.514,321.64,15.25,,OFF
1692629130,13.690,0.012,5.115,70.02,15.50,,OFF
1692629160,13.637,0.011,5.006,68.27,15.25,,OFF
1692629190,13.612,0.012,4.952,67.41,15.50,,OFF
1692629220,13.592,0.011,4.896,66.55,15.50,,OFF
1692629250,14.174,0.012,17.960,254.57,15.50,,OFF
1692629280,14.126,0.012,17.918,253.11,15.50,,OFF
1692629310,14.141,0.012,17.946,253.77,15.25,,OFF
1692629340,14.155,0.014,18.025,255.14,15.50,,OFF
1692629370,14.171,0.010,18.310,259.47,15.50,,OFF
1692629400,14.172,0.013,17.921,253.98,15.50,,OFF
1692629430,14.174,0.012,17.922,254.03,15.50,,OFF
1692629460,14.168,0.012,17.701,250.79,15.50,,OFF
1692629490,14.193,0.012,18.328,260.13,15.50,,OFF
1692629520,14.201,0.011,18.363,260.77,15.50,,OFF
1692629550,14.125,0.011,14.932,210.91,15.50,,OFF
1692629580,14.201,0.013,18.258,259.28,15.50,,OFF
1692629610,14.207,0.013,18.249,259.26,15.50,,OFF
1692629640,14.207,0.015,18.245,259.21,15.50,,OFF
1692629670,14.209,0.010,18.178,258.29,15.50,,OFF
1692629700,14.213,0.013,18.232,259.13,15.50,,OFF
1692629730,14.214,0.014,18.180,258.41,15.75,,OFF
1692629760,14.213,0.014,18.114,257.45,15.50,,OFF
1692629790,13.576,0.011,1.168,15.86,15.50,,OFF
1692629820,14.097,0.011,18.360,258.82,15.50,,OFF
1692629850,14.195,0.014,18.435,261.68,15.50,,OFF
1692629880,14.206,0.013,18.522,263.12,15.75,,OFF
1692629910,14.213,0.010,18.602,264.39,15.50,,OFF
1692629940,14.218,0.013,18.588,264.28,15.75,,OFF
1692629970,14.219,0.014,18.534,263.53,15.75,,OFF
1692630000,13.895,0.014,4.505,62.60,15.75,,OFF
1692630030,13.617,0.011,5.360,72.99,15.75,,OFF
1692630060,14.101,0.012,16.700,235.49,15.75,,OFF
1692630090,14.166,0.012,17.746,251.39,15.75,,OFF
1692630120,13.712,0.013,4.810,65.95,15.75,,OFF
1692630150,13.541,0.012,-0.552,-7.47,15.75,,OFF
1692630180,14.141,0.013,17.336,245.15,15.75,,OFF
1692630210,14.278,0.014,21.777,310.93,15.75,,OFF
1692630240,14.133,0.011,15.859,224.14,15.75,,OFF
1692630270,14.137,0.011,15.743,222.56,15.75,,OFF
1692630300,14.127,0.011,15.476,218.63,15.75,,OFF
1692630330,14.291,0.013,21.294,304.31,15.75,,OFF
1692630360,13.804,0.013,4.041,55.78,15.75,,OFF
1692630390,13.528,0.011,0.234,3.17,15.75,,OFF
1692630420,14.134,0.012,16.571,234.21,15.75,,OFF
1692630450,14.149,0.011,16.579,234.58,15.75,,OFF
1692630480,14.152,0.012,16.467,233.04,15.75,,OFF
1692630510,14.208,0.011,16.335,232.09,15.75,,OFF
1692630540,14.170,0.015,16.278,230.66,15.75,,OFF
1692630570,14.285,0.011,20.933,299.03,15.75,,OFF
1692630600,14.167,0.015,16.391,232.21,15.75,,OFF
1692630630,14.169,0.015,16.523,234.11,15.75,,OFF
1692630660,14.167,0.012,16.538,234.29,15.75,,OFF
1692630690,14.165,0.011,16.483,233.48,15.75,,OFF
1692630720,14.298,0.012,21.082,301.43,15.75,,OFF
1692630750,13.550,0.013,0.317,4.30,15.75,,OFF
1692630780,14.039,0.013,20.702,290.64,15.75,,OFF
1692630810,14.253,0.010,20.631,294.05,15.75,,OFF
1692630840,14.264,0.014,20.411,291.14,15.75,,OFF
1692630870,14.236,0.013,15.747,224.17,16.00,,OFF
1692630900,14.118,0.011,15.515,219.04,16.00,,OFF
1692630930,14.147,0.012,19.627,277.66,16.00,,OFF
1692630960,14.246,0.012,19.320,275.23,16.00,,OFF
1692630990,14.226,0.013,18.523,263.51,16.00,,OFF
1692631020,14.213,0.012,17.987,255.65,16.00,,OFF
1692631050,14.204,0.012,17.692,251.30,16.00,,OFF
1692631080,14.174,0.014,14.176,200.93,16.00,,OFF
1692631110,14.157,0.014,16.675,236.07,16.00,,OFF
1692631140,14.156,0.013,16.224,229.67,16.00,,OFF
1692631170,14.146,0.012,15.819,223.78,16.00,,OFF
1692631200,14.142,0.014,15.690,221.89,16.00,,OFF
1692631230,14.131,0.009,15.511,219.19,16.00,,OFF
1692631260,14.131,0.012,15.444,218.24,16.00,,OFF
1692631290,14.126,0.010,15.382,217.29,16.00,,OFF
1692631320,14.123,0.013,15.295,216.01,16.00,,OFF
1692631350,13.911,0.014,9.233,128.44,16.00,,OFF
1692631380,14.093,0.014,15.071,212.40,16.00,,OFF
1692631410,14.103,0.011,15.117,213.20,16.00,,OFF
1692631440,14.113,0.012,15.296,215.87,16.00,,OFF
1692631470,14.110,0.011,15.338,216.42,16.00,,OFF
1692631500,14.118,0.011,15.398,217.39,16.00,,OFF
1692631530,13.940,0.011,10.635,148.25,16.00,,OFF
1692631560,13.934,0.015,10.732,149.54,16.00,,OFF
1692631590,13.929,0.012,10.627,148.02,16.00,,OFF
1692631620,13.932,0.011,10.554,147.04,16.00,,OFF
1692631650,13.917,0.012,10.493,146.03,16.00,,OFF
1692631680,14.018,0.013,14.579,204.37,16.00,,OFF
1692631710,13.894,0.014,10.141,140.90,16.00,,OFF
1692631740,13.954,0.014,14.874,207.55,16.00,,OFF
1692631770,14.074,0.009,15.030,211.53,16.00,,OFF
1692631800,14.082,0.013,15.063,212.12,16.00,,OFF
1692631830,14.083,0.014,14.971,210.84,16.00,,OFF
1692631860,14.087,0.013,15.021,211.60,16.00,,OFF
1692631890,14.090,0.011,15.044,211.97,16.00,,OFF
1692631920,14.102,0.014,15.218,214.60,16.00,,OFF
1692631950,14.097,0.012,15.021,211.75,16.25,,OFF
1692631980,14.091,0.011,14.868,209.50,16.25,,OFF
1692632010,13.857,0.010,9.570,132.61,16.00,,OFF
1692632040,14.015,0.012,14.463,202.70,16.25,,OFF
1692632070,14.008,0.014,14.237,199.43,16.25,,OFF
1692632100,13.876,0.011,9.335,129.53,16.25,,OFF
1692632130,14.013,0.010,13.523,189.50,16.25,,OFF
1692632160,14.028,0.011,13.420,188.26,16.25,,OFF
1692632190,13.833,0.013,8.500,117.58,16.25,,OFF
1692632220,13.802,0.011,8.104,111.85,16.50,,OFF
1692632250,13.733,0.008,6.718,92.26,16.50,,OFF
1692632280,13.753,0.013,7.276,100.07,16.25,,OFF
1692632310,13.678,0.012,5.329,72.89,16.25,,OFF
1692632340,13.677,0.012,6.173,84.43,16.50,,OFF
1692632370,13.655,0.013,5.662,77.31,16.50,,OFF
1692632400,13.629,0.011,5.349,72.90,16.50,,OFF
1692632430,13.612,0.016,4.900,66.70,16.50,,OFF
1692632460,13.564,0.012,4.505,61.11,16.50,,OFF
1692632490,13.513,0.012,4.168,56.32,16.50,,OFF
1692632520,13.500,0.013,3.850,51.97,16.50,,OFF
1692632550,13.695,0.012,7.774,106.46,16.50,,OFF
1692632580,13.698,0.012,7.553,103.46,16.50,,OFF
1692632610,13.676,0.012,7.375,100.86,16.50,,OFF
1692632640,13.592,0.013,6.713,91.24,16.50,,OFF
1692632670,13.429,0.011,2.061,27.68,16.50,,OFF
1692632700,13.391,0.011,1.541,20.64,16.50,,OFF
1692632730,13.363,0.010,1.323,17.68,16.50,,OFF
1692632760,13.338,0.014,0.852,11.36,16.50,,OFF
1692632790,13.313,0.012,0.564,7.51,16.50,,OFF
1692632820,13.347,0.011,4.617,61.62,16.50,,OFF
1692632850,13.406,0.013,4.512,60.49,16.50,,OFF
1692632880,13.426,0.011,4.507,60.51,16.50,,OFF
1692632910,13.444,0.014,4.533,60.94,16.50,,OFF
1692632940,13.442,0.012,4.368,58.71,16.50,,OFF
1692632970,13.442,0.009,4.360,58.61,16.50,,OFF
1692633000,13.410,0.012,4.094,54.90,16.50,,OFF
1692633030,13.416,0.010,3.854,51.71,16.50,,OFF
1692633060,13.410,0.010,3.795,50.89,16.50,,OFF
1692633090,13.405,0.014,3.671,49.21,16.50,,OFF
1692633120,13.401,0.013,3.598,48.22,16.50,,OFF
1692633150,13.322,0.011,-0.891,-11.87,16.50,,OFF
1692633180,13.298,0.012,3.237,43.05,16.50,,OFF
1692633210,13.206,0.012,-2.604,-34.39,16.50,,OFF
1692633240,13.225,0.013,-1.701,-22.50,16.75,,OFF
1692633270,13.199,0.014,-1.836,-24.23,16.75,,OFF
1692633300,13.170,0.010,-1.810,-23.84,16.50,,OFF
1692633330,13.164,0.013,-1.879,-24.74,16.75,,OFF
1692633360,13.229,0.010,2.384,31.54,16.75,,OFF
1692633390,13.238,0.012,2.305,30.51,16.75,,OFF
1692633420,13.244,0.012,2.308,30.57,16.75,,OFF
1692633450,13.240,0.016,2.060,27.27,16.50,,OFF
1692633480,13.233,0.013,1.864,24.67,16.75,,OFF
1692633510,13.221,0.011,1.732,22.90,16.75,,OFF
1692633540,13.139,0.011,-3.096,-40.68,16.75,,OFF
1692633570,13.105,0.010,-3.192,-41.83,16.75,,OFF
1692633600,13.086,0.010,-3.312,-43.34,16.75,,OFF
1692633630,13.105,0.010,1.027,13.46,16.75,,OFF
1692633660,13.092,0.011,0.801,10.49,16.75,,OFF
1692633690,13.112,0.014,0.846,11.09,16.75,,OFF
1692633720,13.085,0.008,1.041,13.62,16.75,,OFF
1692633750,13.055,0.012,-3.415,-44.58,16.75,,OFF
1692633780,13.096,0.013,1.044,13.67,16.75,,OFF
1692633810,13.100,0.010,1.058,13.86,16.75,,OFF
1692633840,13.082,0.012,1.143,14.95,16.75,,OFF
1692633870,13.052,0.011,1.080,14.10,16.75,,OFF
1692633900,13.077,0.013,0.991,12.96,16.75,,OFF
1692633930,13.080,0.011,1.000,13.08,16.75,,OFF
1692633960,13.029,0.010,-3.440,-44.82,16.75,,OFF
1692633990,13.075,0.012,1.130,14.77,16.75,,OFF
1692634020,13.018,0.011,-3.263,-42.48,16.75,,OFF
1692634050,13.058,0.012,1.330,17.37,16.75,,OFF
1692634080,13.065,0.009,1.192,15.57,16.75,,OFF
1692634110,13.069,0.012,1.128,14.74,16.75,,OFF
1692634140,13.068,0.013,1.149,15.02,16.75,,OFF
1692634170,13.068,0.011,1.177,15.38,16.75,,OFF
1692634200,13.052,0.012,1.331,17.37,16.75,,OFF
1692634230,13.068,0.012,1.393,18.20,16.75,,OFF
1692634260,13.027,0.013,-2.949,-38.42,16.75,,OFF
1692634290,13.064,0.012,1.472,19.23,16.75,,OFF
1692634320,13.065,0.010,1.386,18.11,16.75,,OFF
1692634350,13.071,0.012,1.247,16.30,16.75,,OFF
1692634380,13.000,0.014,-3.213,-41.77,16.75,,OFF
1692634410,12.980,0.009,-3.333,-43.26,17.00,,OFF
1692634440,12.986,0.012,-3.344,-43.43,16.75,,OFF
1692634470,13.018,0.011,1.205,15.69,16.75,,OFF
1692634500,13.029,0.011,1.424,18.55,16.75,,OFF
1692634530,13.036,0.012,1.316,17.16,17.00,,OFF
1692634560,13.035,0.011,1.311,17.09,16.75,,OFF
1692634590,12.982,0.013,-3.219,-41.79,16.75,,OFF
1692634620,12.954,0.012,-3.313,-42.92,17.00,,OFF
1692634650,12.933,0.012,-4.787,-61.91,17.00,,OFF
1692634680,12.924,0.009,-4.797,-62.00,17.00,,OFF
1692634710,12.924,0.013,-3.365,-43.49,16.75,,OFF
1692634740,12.910,0.009,-3.455,-44.60,17.00,,OFF
1692634770,12.900,0.010,-3.533,-45.58,17.00,,OFF
1692634800,12.947,0.014,0.864,11.19,16.75,,OFF
1692634830,12.951,0.012,0.860,11.14,17.00,,OFF
1692634860,12.944,0.011,0.802,10.38,17.00,,OFF
1692634890,12.952,0.011,0.736,9.53,17.00,,OFF
1692634920,12.952,0.010,0.714,9.25,17.00,,OFF
1692634950,12.952,0.011,0.629,8.15,17.00,,OFF
1692634980,12.943,0.011,0.612,7.92,17.00,,OFF
1692635010,12.949,0.013,0.643,8.33,17.00,,OFF
1692635040,12.951,0.012,0.695,9.00,17.00,,OFF
1692635070,12.950,0.013,0.630,8.16,17.00,,OFF
1692635100,12.892,0.012,-3.901,-50.29,17.00,,OFF
1692635130,12.938,0.013,0.539,6.97,17.00,,OFF
1692635160,12.935,0.011,0.576,7.45,17.00,,OFF
1692635190,12.939,0.010,0.590,7.63,17.00,,OFF
1692635220,12.940,0.013,0.572,7.40,17.00,,OFF
1692635250,12.936,0.011,0.566,7.32,17.00,,OFF
1692635280,12.897,0.011,-3.993,-51.50,17.00,,OFF
1692635310,12.907,0.010,0.527,6.80,17.00,,OFF
1692635340,12.861,0.010,-4.079,-52.46,17.00,,OFF
1692635370,12.856,0.012,-4.089,-52.57,17.00,,OFF
1692635400,12.848,0.012,-4.082,-52.45,17.00,,OFF
1692635430,12.890,0.011,0.427,5.50,17.00,,OFF
1692635460,12.891,0.010,0.402,5.18,17.00,,OFF
1692635490,12.893,0.010,0.387,4.99,17.00,,OFF
1692635520,12.843,0.010,-4.130,-53.04,17.00,,OFF
1692635550,12.880,0.014,0.356,4.59,17.00,,OFF
1692635580,12.884,0.010,0.340,4.38,17.00,,OFF
1692635610,12.885,0.012,0.330,4.25,17.00,,OFF
1692635640,12.885,0.013,0.337,4.34,17.00,,OFF
1692635670,12.885,0.014,0.321,4.14,17.00,,OFF
1692635700,12.884,0.010,0.317,4.08,17.00,,OFF
1692635730,12.884,0.012,0.321,4.14,17.00,,OFF
1692635760,12.869,0.015,0.317,4.08,17.00,,OFF
1692635790,12.876,0.011,0.266,3.43,17.00,,OFF
1692635820,12.875,0.010,0.266,3.42,17.00,,OFF
1692635850,12.875,0.011,0.267,3.44,17.00,,OFF
1692635880,12.878,0.014,0.319,4.11,17.00,,OFF
1692635910,12.876,0.010,0.316,4.07,17.00,,OFF
1692635940,12.818,0.012,-4.276,-54.81,17.00,,OFF
1692635970,12.803,0.012,-4.286,-54.87,17.00,,OFF
1692636000,12.793,0.009,-4.294,-54.93,17.00,,OFF
1692636030,12.789,0.012,-4.263,-54.52,17.00,,OFF
1692636060,12.779,0.014,-4.277,-54.66,17.00,,OFF
1692636090,12.772,0.012,-4.249,-54.27,17.00,,OFF
1692636120,12.818,0.011,0.229,2.94,17.00,,OFF
1692636150,12.821,0.010,0.220,2.82,17.00,,OFF
1692636180,12.823,0.010,0.253,3.24,17.00,,OFF
1692636210,12.824,0.012,0.229,2.94,17.00,,OFF
1692636240,12.826,0.012,0.242,3.10,17.00,,OFF
1692636270,12.823,0.011,0.251,3.22,17.00,,OFF
1692636300,12.823,0.012,0.245,3.14,17.00,,OFF
1692636330,12.823,0.010,0.232,2.97,17.00,,OFF
1692636360,12.824,0.011,0.257,3.30,17.00,,OFF
1692636390,12.824,0.012,0.262,3.36,17.00,,OFF
1692636420,12.816,0.012,0.229,2.93,17.00,,OFF
1692636450,12.819,0.011,0.245,3.14,17.00,,OFF
1692636480,12.821,0.011,0.222,2.85,17.00,,OFF
1692636510,12.819,0.011,0.229,2.94,17.00,,OFF
1692636540,12.819,0.010,0.217,2.78,17.00,,OFF
1692636570,12.818,0.012,0.239,3.06,17.00,,OFF
1692636600,12.808,0.012,0.242,3.10,17.00,,OFF
1692636630,12.814,0.012,0.249,3.19,17.00,,OFF
1692636660,12.763,0.012,-4.292,-54.78,17.00,,OFF
1692636690,12.788,0.008,0.216,2.76,17.00,,OFF
1692636720,12.797,0.013,0.203,2.60,17.00,,OFF
1692636750,12.744,0.011,-4.320,-55.05,17.00,,OFF
1692636780,12.770,0.012,0.234,2.99,17.00,,OFF
1692636810,12.729,0.012,-4.298,-54.71,17.00,,OFF
1692636840,12.771,0.012,0.197,2.52,17.00,,OFF
1692636870,12.776,0.015,0.209,2.67,17.00,,OFF
1692636900,12.715,0.012,-5.631,-71.60,17.00,,OFF
1692636930,12.723,0.010,-4.256,-54.15,17.00,,OFF
1692636960,12.740,0.012,0.301,3.83,17.00,,OFF
1692636990,12.701,0.014,-4.250,-53.98,17.00,,OFF
1692637020,12.724,0.011,0.255,3.24,17.00,,OFF
1692637050,12.702,0.013,-4.296,-54.57,17.00,,OFF
1692637080,12.682,0.012,-5.602,-71.04,17.00,,OFF
1692637110,12.727,0.012,0.236,3.00,17.00,,OFF
1692637140,12.689,0.013,-4.210,-53.42,17.00,,OFF
1692637170,12.713,0.011,0.288,3.66,17.00,,OFF
1692637200,12.723,0.012,0.265,3.37,17.00,,OFF
1692637230,12.672,0.012,-4.166,-52.79,17.00,,OFF
1692637260,12.665,0.012,-4.174,-52.86,17.00,,OFF
1692637290,12.661,0.010,-4.146,-52.49,17.00,,OFF
1692637320,12.652,0.011,-4.146,-52.46,17.00,,OFF
1692637350,12.655,0.012,-4.172,-52.80,17.00,,OFF
1692637380,12.643,0.010,-4.139,-52.33,17.00,,OFF
1692637410,12.638,0.011,-4.130,-52.19,17.00,,OFF
1692637440,12.665,0.010,0.388,4.91,17.00,,OFF
1692637470,12.626,0.009,-4.135,-52.21,17.00,,OFF
